example_id,system,human_fluency,human_adequacy,human_overall,gold_preference,llm_direct_score,rubric_overall,rubric_fluency,rubric_adequacy,rubric_terminology,challenge_category,source_en,output_system_a,output_system_b,reference_hi,translation,trans_length,src_length,bleu
ex_045,B,4.3333,4.6667,4.5,B,4,5.0,5,5,5,long_complex,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","रविवार के अंत में, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप, द्वारा प्रेस सचिव के माध्यम से दी गई घोषणा में कहा गया है कि यूएस सैनिक सीरिया छोड़ देंगे।","रविवार को देर से, संयुक्त राज्य अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से जारी एक बयान में घोषणा की कि अमेरिकी सैनिक सीरिया छोड़ देंगे।","रविवार को देर शाम, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप ने प्रेस सेक्रेटरी के ज़रिए दिए बयान में बताया कि यूएस सेना सीरिया को छोड़ने वाली है.","रविवार को देर से, संयुक्त राज्य अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से जारी एक बयान में घोषणा की कि अमेरिकी सैनिक सीरिया छोड़ देंगे।",29,24,10.630643627589146
ex_046,A,3.6667,4.0,3.8333,A,4,5.0,5,5,5,long_complex,"Once the ancient city of Smyrna, it is now a modern, developed, and busy commercial center, set around a huge bay and surrounded by mountains.","प्राचीन शहर समर्ना था, अब यह एक आधुनिक, विकसित और व्यस्त व्यापारिक केंद्र है, जो एक विशाल खाड़ी के चारों ओर बसा है और पर्वतों से घिरा हुआ है।","स्मिरना का प्राचीन शहर एक बार था, अब यह एक आधुनिक, विकसित और व्यस्त वाणिज्यिक केंद्र है, जो एक विशाल खाड़ी के चारों ओर स्थित है और पहाड़ों से घिरा हुआ है।","एक बार का प्राचीन शहर स्मिर्ना, अब एक आधुनिक, विकसित और व्यस्त व्यवस्या का केन्द्र है, यह एक विशाल खाड़ी के साथ स्थित है और पहाड़ों से चारो ओर से घिरा हुआ है।","प्राचीन शहर समर्ना था, अब यह एक आधुनिक, विकसित और व्यस्त व्यापारिक केंद्र है, जो एक विशाल खाड़ी के चारों ओर बसा है और पर्वतों से घिरा हुआ है।",29,25,32.23318809474073
ex_046,B,3.3333,3.6667,3.5,A,4,4.5,4,5,5,long_complex,"Once the ancient city of Smyrna, it is now a modern, developed, and busy commercial center, set around a huge bay and surrounded by mountains.","प्राचीन शहर समर्ना था, अब यह एक आधुनिक, विकसित और व्यस्त व्यापारिक केंद्र है, जो एक विशाल खाड़ी के चारों ओर बसा है और पर्वतों से घिरा हुआ है।","स्मिरना का प्राचीन शहर एक बार था, अब यह एक आधुनिक, विकसित और व्यस्त वाणिज्यिक केंद्र है, जो एक विशाल खाड़ी के चारों ओर स्थित है और पहाड़ों से घिरा हुआ है।","एक बार का प्राचीन शहर स्मिर्ना, अब एक आधुनिक, विकसित और व्यस्त व्यवस्या का केन्द्र है, यह एक विशाल खाड़ी के साथ स्थित है और पहाड़ों से चारो ओर से घिरा हुआ है।","स्मिरना का प्राचीन शहर एक बार था, अब यह एक आधुनिक, विकसित और व्यस्त वाणिज्यिक केंद्र है, जो एक विशाल खाड़ी के चारों ओर स्थित है और पहाड़ों से घिरा हुआ है।",32,25,43.652890999283436
ex_047,A,3.6667,3.6667,3.6667,A,2,2.0,2,2,2,long_complex,"With 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.","17,000 द्वीपों के चयन के साथ, इंडोनेशियाई खाना एक ऐसा समावेशी शब्द है जो राष्ट्र के भरोसे पाए जाने वाले विस्तृत परिसर की क्षेत्रीय खाने को शामिल करता है।","17,000 द्वीपों के बीच चुनने के लिए, इंडोनेशियाई भोजन एक छत्र शब्द है जो पूरे देश में पाई जाने वाली विविध क्षेत्रीय व्यंजनों की एक विस्तृत श्रृंखला को समाहित करता है।","कुल 17,000 द्वीपों में से, इंडोनेशियाई भोजन एक व्यापक शब्द है, जो देश भर में पाए जाने वाले विभिन्न प्रकार के क्षेत्रीय व्यंजनों को अपने भीतर समाहित करता है।","17,000 द्वीपों के चयन के साथ, इंडोनेशियाई खाना एक ऐसा समावेशी शब्द है जो राष्ट्र के भरोसे पाए जाने वाले विस्तृत परिसर की क्षेत्रीय खाने को शामिल करता है।",29,23,8.939712755613764
ex_047,B,3.3333,3.6667,3.5,A,4,4.0,3,4,5,long_complex,"With 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.","17,000 द्वीपों के चयन के साथ, इंडोनेशियाई खाना एक ऐसा समावेशी शब्द है जो राष्ट्र के भरोसे पाए जाने वाले विस्तृत परिसर की क्षेत्रीय खाने को शामिल करता है।","17,000 द्वीपों के बीच चुनने के लिए, इंडोनेशियाई भोजन एक छत्र शब्द है जो पूरे देश में पाई जाने वाली विविध क्षेत्रीय व्यंजनों की एक विस्तृत श्रृंखला को समाहित करता है।","कुल 17,000 द्वीपों में से, इंडोनेशियाई भोजन एक व्यापक शब्द है, जो देश भर में पाए जाने वाले विभिन्न प्रकार के क्षेत्रीय व्यंजनों को अपने भीतर समाहित करता है।","17,000 द्वीपों के बीच चुनने के लिए, इंडोनेशियाई भोजन एक छत्र शब्द है जो पूरे देश में पाई जाने वाली विविध क्षेत्रीय व्यंजनों की एक विस्तृत श्रृंखला को समाहित करता है।",31,23,15.161196602055684
ex_048,A,4.0,4.0,4.0,B,3,3.5,3,4,4,long_complex,To the north and within easy reach is the romantic and fascinating town of Sintra and which was made famous to foreigners after a glowing account of its splendours recorded by Lord Byron.,उत्तर में और आसानी से पहुंचे में सिंत्रा का रोमांटिक और आकर्षक शहर है जिसे विदेशियों के लिए लॉर्ड बायरन द्वारा उसके शानदार वर्णन के कारण प्रसिद्ध कर दिया गया।,"उत्तरी दिशा में और आसानी से पहुँचने योग्य दूरी पर स्थित है रोमांटिक और आकर्षक शहर सिन्ट्रा, जिसे लार्ड बायरन द्वारा उसके वैभव के एक चमकदार वर्णन के बाद विदेशियों के बीच प्रसिद्ध किया गया।",उत्तर की ओर और पास ही में सिंट्रा का रोमांटिक और आकर्षक शहर है और जिसे लॉर्ड बायरन द्वारा दर्ज किए गए अपने शानदार कारनामो के बाद विदेशियों के लिए प्रसिद्ध किया गया था।,उत्तर में और आसानी से पहुंचे में सिंत्रा का रोमांटिक और आकर्षक शहर है जिसे विदेशियों के लिए लॉर्ड बायरन द्वारा उसके शानदार वर्णन के कारण प्रसिद्ध कर दिया गया।,30,33,22.890272400242008
ex_048,B,4.0,4.0,4.0,B,4,4.25,4,4,5,long_complex,To the north and within easy reach is the romantic and fascinating town of Sintra and which was made famous to foreigners after a glowing account of its splendours recorded by Lord Byron.,उत्तर में और आसानी से पहुंचे में सिंत्रा का रोमांटिक और आकर्षक शहर है जिसे विदेशियों के लिए लॉर्ड बायरन द्वारा उसके शानदार वर्णन के कारण प्रसिद्ध कर दिया गया।,"उत्तरी दिशा में और आसानी से पहुँचने योग्य दूरी पर स्थित है रोमांटिक और आकर्षक शहर सिन्ट्रा, जिसे लार्ड बायरन द्वारा उसके वैभव के एक चमकदार वर्णन के बाद विदेशियों के बीच प्रसिद्ध किया गया।",उत्तर की ओर और पास ही में सिंट्रा का रोमांटिक और आकर्षक शहर है और जिसे लॉर्ड बायरन द्वारा दर्ज किए गए अपने शानदार कारनामो के बाद विदेशियों के लिए प्रसिद्ध किया गया था।,"उत्तरी दिशा में और आसानी से पहुँचने योग्य दूरी पर स्थित है रोमांटिक और आकर्षक शहर सिन्ट्रा, जिसे लार्ड बायरन द्वारा उसके वैभव के एक चमकदार वर्णन के बाद विदेशियों के बीच प्रसिद्ध किया गया।",35,33,16.405298564986907
ex_049,A,3.0,3.6667,3.3333,B,3,3.75,3,4,5,long_complex,"Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.","यूरोप एक ऐसा महाद्वीप है जो आपेक्षिक रूप से छोटा है लेकिन बहुत से स्वतंत्र देशों के साथ। सामान्य परिस्थितियों में, कई देशों में यात्रा करना वीजा आवेदनों और पासपोर्ट नियंत्रण के कई बार जाने का मतलब होता है।","यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है, परंतु इसमें कई स्वतंत्र देश हैं। सामान्य परिस्थितियों में, कई देशों के बीच यात्रा करने का मतलब कई बार वीज़ा आवेदन और पासपोर्ट नियंत्रण से गुजरना होगा।",यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है लेकिन इसमें कई स्वतंत्र देश हैं. सामान्य परिस्थिति में कई देशों की यात्रा करने का मतलब कई बार वीज़ा आवेदन और पासपोर्ट कंट्रोल की प्रक्रिया से गुज़रना है.,"यूरोप एक ऐसा महाद्वीप है जो आपेक्षिक रूप से छोटा है लेकिन बहुत से स्वतंत्र देशों के साथ। सामान्य परिस्थितियों में, कई देशों में यात्रा करना वीजा आवेदनों और पासपोर्ट नियंत्रण के कई बार जाने का मतलब होता है।",39,33,20.16968782493489
ex_049,B,4.0,4.3333,4.1667,B,5,4.75,4,5,5,long_complex,"Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.","यूरोप एक ऐसा महाद्वीप है जो आपेक्षिक रूप से छोटा है लेकिन बहुत से स्वतंत्र देशों के साथ। सामान्य परिस्थितियों में, कई देशों में यात्रा करना वीजा आवेदनों और पासपोर्ट नियंत्रण के कई बार जाने का मतलब होता है।","यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है, परंतु इसमें कई स्वतंत्र देश हैं। सामान्य परिस्थितियों में, कई देशों के बीच यात्रा करने का मतलब कई बार वीज़ा आवेदन और पासपोर्ट नियंत्रण से गुजरना होगा।",यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है लेकिन इसमें कई स्वतंत्र देश हैं. सामान्य परिस्थिति में कई देशों की यात्रा करने का मतलब कई बार वीज़ा आवेदन और पासपोर्ट कंट्रोल की प्रक्रिया से गुज़रना है.,"यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है, परंतु इसमें कई स्वतंत्र देश हैं। सामान्य परिस्थितियों में, कई देशों के बीच यात्रा करने का मतलब कई बार वीज़ा आवेदन और पासपोर्ट नियंत्रण से गुजरना होगा।",36,33,51.6381651523442
ex_050,A,4.0,4.3333,4.1667,A,4,4.0,4,5,3,long_complex,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, चित्रकला, पोशाक डिज़ाइन, फिल्म संपादन, मूल स्कोर, उत्पादन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और मूल पटकथा शामिल हैं।","अन्य नामांकन में सर्वश्रेष्ठ फ़िल्म, निर्देशक, सिनेमैटोग्राफी, कॉस्ट्यूम डिजाइन, फ़िल्म संपादन, मूल स्कोर, प्रोडक्शन डिजाइन, साउंड संपादन, साउंड मिक्सिंग और मूल पटकथा शामिल हैं।","अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.","अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, चित्रकला, पोशाक डिज़ाइन, फिल्म संपादन, मूल स्कोर, उत्पादन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और मूल पटकथा शामिल हैं।",24,22,36.15192026985418
ex_050,B,3.6667,4.0,3.8333,A,5,4.75,5,5,4,long_complex,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, चित्रकला, पोशाक डिज़ाइन, फिल्म संपादन, मूल स्कोर, उत्पादन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और मूल पटकथा शामिल हैं।","अन्य नामांकन में सर्वश्रेष्ठ फ़िल्म, निर्देशक, सिनेमैटोग्राफी, कॉस्ट्यूम डिजाइन, फ़िल्म संपादन, मूल स्कोर, प्रोडक्शन डिजाइन, साउंड संपादन, साउंड मिक्सिंग और मूल पटकथा शामिल हैं।","अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.","अन्य नामांकन में सर्वश्रेष्ठ फ़िल्म, निर्देशक, सिनेमैटोग्राफी, कॉस्ट्यूम डिजाइन, फ़िल्म संपादन, मूल स्कोर, प्रोडक्शन डिजाइन, साउंड संपादन, साउंड मिक्सिंग और मूल पटकथा शामिल हैं।",24,22,16.318495811623947
